season,team,wins,losses,g,ppg,opp_ppg,fg_pct,tp_pct,ft_pct,rpg,apg,tov_pg,tp_attempts_pg,pace,srs
2024,Milwaukee Bucks,49.0,33.0,82,119.0,116.4,48.699999999999996,37.3,77.4,44.2,26.5,12.9,38.1,99.9,2.44
2024,Atlanta Hawks,36.0,46.0,82,118.3,120.5,46.5,36.4,79.7,44.7,26.6,13.5,37.7,100.1,-2.38
2024,Los Angeles Lakers,47.0,35.0,82,118.0,117.4,49.9,37.7,78.2,43.1,28.5,14.0,31.4,100.9,1.07
2024,Dallas Mavericks,50.0,32.0,82,117.9,115.6,48.1,36.9,75.8,42.9,25.7,12.5,39.5,100.1,2.3
2024,Golden State Warriors,46.0,36.0,82,117.8,115.2,47.699999999999996,38.0,78.0,46.7,29.3,14.3,38.9,99.2,2.77
2024,Sacramento Kings,46.0,36.0,82,116.6,114.8,47.699999999999996,36.6,74.5,44.0,28.3,13.1,39.3,98.8,2.29
2024,Phoenix Suns,49.0,33.0,82,116.2,113.2,49.3,38.2,80.80000000000001,44.1,27.0,14.9,32.6,98.3,3.08
2024,Utah Jazz,31.0,51.0,82,115.7,120.5,46.7,35.4,83.0,45.5,27.2,15.7,36.5,99.5,-4.22
2024,Los Angeles Clippers,51.0,31.0,82,115.6,112.3,48.9,38.1,82.5,43.0,25.6,13.1,33.2,97.2,3.41
2024,New Orleans Pelicans,49.0,33.0,82,115.1,110.7,48.6,38.3,77.10000000000001,44.0,27.0,13.0,32.6,97.9,4.46
2024,Denver Nuggets,57.0,25.0,82,114.9,109.6,49.6,37.4,76.2,44.4,29.5,12.6,31.2,96.8,5.23
2024,Philadelphia 76ers,47.0,35.0,82,114.6,111.5,46.400000000000006,36.3,82.6,43.0,24.9,12.0,33.3,97.5,2.51
2024,Houston Rockets,41.0,41.0,82,114.3,113.2,45.9,35.199999999999996,77.3,45.5,24.8,12.7,36.1,99.0,1.24
2024,Washington Wizards,15.0,67.0,82,113.7,123.0,47.0,34.8,76.4,41.1,27.9,14.0,35.5,102.7,-9.29
2024,Minnesota Timberwolves,56.0,26.0,82,113.0,106.5,48.5,38.7,77.7,43.6,26.6,14.2,32.7,97.1,6.39
2024,New York Knicks,50.0,32.0,82,112.8,108.2,46.5,36.9,78.0,45.2,24.4,13.2,35.8,95.2,4.36
2024,Cleveland Cavaliers,48.0,34.0,82,112.6,110.2,47.9,36.7,76.5,43.3,28.0,13.6,36.8,97.2,1.98
2024,Toronto Raptors,25.0,57.0,82,112.4,118.8,47.099999999999994,34.699999999999996,75.6,42.7,28.5,14.0,33.1,99.4,-6.45
2024,Chicago Bulls,39.0,43.0,82,112.3,113.7,47.0,35.8,79.10000000000001,43.8,25.0,12.2,32.1,96.3,-1.77
2024,San Antonio Spurs,22.0,60.0,82,112.1,118.6,46.2,34.699999999999996,78.2,44.2,29.9,15.1,36.4,101.1,-5.8
2024,Orlando Magic,47.0,35.0,82,110.5,108.4,47.599999999999994,35.199999999999996,75.9,42.3,24.7,14.7,31.3,96.9,1.48
2024,Brooklyn Nets,32.0,50.0,82,110.4,113.3,45.6,36.199999999999996,75.6,44.1,25.6,13.1,36.7,96.9,-3.02
2024,Miami Heat,46.0,36.0,82,110.1,108.4,46.5,37.0,81.8,42.3,25.8,12.7,33.7,96.2,1.1
2024,Detroit Pistons,14.0,68.0,82,109.9,119.0,46.300000000000004,34.8,78.5,43.3,25.5,15.2,31.7,99.8,-9.06
2024,Charlotte Hornets,21.0,61.0,82,106.6,116.8,46.0,35.5,78.60000000000001,40.3,24.8,13.8,34.0,97.3,-10.12
2024,Portland Trail Blazers,21.0,61.0,82,106.4,115.4,43.9,34.5,79.10000000000001,42.7,23.1,15.2,33.2,97.2,-8.29
2024,Memphis Grizzlies,27.0,55.0,82,105.8,112.8,43.5,34.599999999999994,76.4,42.6,24.7,15.1,37.8,98.2,-6.57
2025,Cleveland Cavaliers,64.0,18.0,82,121.9,112.4,49.1,38.3,77.60000000000001,45.4,28.1,13.2,41.5,99.8,8.81
2025,Memphis Grizzlies,48.0,34.0,82,121.7,116.9,47.9,36.7,78.60000000000001,47.3,28.4,15.7,37.9,103.3,4.79
2025,Denver Nuggets,50.0,32.0,82,120.8,116.9,50.6,37.6,77.0,45.7,31.0,14.3,31.9,99.8,3.97
2025,Oklahoma City Thunder,68.0,14.0,82,120.5,107.6,48.199999999999996,37.4,81.89999999999999,44.8,26.9,11.7,38.8,100.0,12.7
2025,Atlanta Hawks,40.0,42.0,82,118.2,119.3,47.199999999999996,35.8,77.5,44.5,29.6,15.5,37.7,102.6,-1.41
2025,Chicago Bulls,39.0,43.0,82,117.8,119.4,47.0,36.7,80.9,45.9,29.1,14.7,42.0,102.8,-1.83
2025,Indiana Pacers,50.0,32.0,82,117.4,115.1,48.8,36.8,78.9,41.8,29.2,13.2,35.8,99.9,1.68
2025,Boston Celtics,61.0,21.0,82,116.3,107.2,46.2,36.8,79.9,45.3,26.1,11.9,48.2,95.7,8.28
2025,New York Knicks,51.0,31.0,82,115.8,111.7,48.6,36.9,80.0,42.6,27.5,13.3,34.1,96.7,3.59
2025,Sacramento Kings,40.0,42.0,82,115.7,115.3,47.8,35.699999999999996,80.60000000000001,44.2,26.5,13.3,35.2,98.2,0.58
2025,Milwaukee Bucks,48.0,34.0,82,115.5,113.0,48.6,38.7,75.0,43.4,25.5,13.4,36.6,99.3,2.12
2025,Detroit Pistons,44.0,38.0,82,115.5,113.6,47.599999999999994,36.199999999999996,77.4,44.8,26.4,14.9,35.4,99.8,1.73
2025,Minnesota Timberwolves,49.0,33.0,82,114.3,109.3,46.800000000000004,37.7,78.9,44.3,26.1,14.5,39.9,97.3,5.15
2025,Houston Rockets,52.0,30.0,82,114.3,109.8,45.5,35.3,73.8,48.5,23.3,13.9,35.8,98.6,4.97
2025,Dallas Mavericks,39.0,43.0,82,114.2,115.4,47.9,36.4,77.0,43.0,25.2,14.0,34.2,99.2,-0.74
2025,San Antonio Spurs,34.0,48.0,82,113.9,116.7,46.5,35.699999999999996,77.4,43.7,28.6,13.9,39.6,99.3,-2.45
2025,Golden State Warriors,48.0,34.0,82,113.8,110.5,45.1,36.4,76.4,45.4,29.1,14.0,42.4,98.7,3.56
2025,Phoenix Suns,36.0,46.0,82,113.6,116.6,47.8,37.8,81.0,42.5,27.8,14.1,38.0,97.1,-2.55
2025,Los Angeles Lakers,50.0,32.0,82,113.4,112.2,47.9,36.6,78.5,42.4,26.0,14.0,36.4,97.6,1.45
2025,Los Angeles Clippers,50.0,32.0,82,112.9,108.2,48.199999999999996,37.3,79.7,43.8,25.2,14.9,33.4,97.5,4.84
2025,Utah Jazz,17.0,65.0,82,111.9,121.2,45.4,35.0,77.4,45.4,25.5,17.2,39.8,100.0,-8.51
2025,Toronto Raptors,30.0,52.0,82,110.9,115.2,45.800000000000004,34.8,74.8,45.1,28.5,15.3,34.0,99.7,-4.4
2025,Portland Trail Blazers,36.0,46.0,82,110.9,113.9,45.0,34.2,76.2,44.8,23.8,16.0,37.7,98.8,-2.67
2025,Miami Heat,37.0,45.0,82,110.6,110.0,46.5,36.7,79.10000000000001,43.4,26.4,13.6,37.3,96.2,0.11
2025,New Orleans Pelicans,21.0,61.0,82,109.8,119.3,45.2,34.699999999999996,75.4,43.6,25.8,14.6,34.6,99.1,-8.59
2025,Philadelphia 76ers,24.0,58.0,82,109.6,115.8,45.4,34.1,78.0,39.8,23.2,13.6,37.2,97.4,-6.29
2025,Washington Wizards,18.0,64.0,82,108.0,120.4,43.9,33.5,77.8,43.7,25.1,15.6,39.1,100.9,-12.14
2025,Orlando Magic,41.0,41.0,82,105.4,105.5,44.5,31.8,77.5,41.8,23.0,14.2,35.3,96.1,-0.7
2025,Charlotte Hornets,19.0,63.0,82,105.1,114.2,43.0,33.900000000000006,78.3,45.2,24.3,15.5,38.3,97.6,-9.1
2025,Brooklyn Nets,26.0,56.0,82,105.1,112.2,43.7,34.4,78.7,41.3,25.2,15.2,39.4,96.4,-6.95
2026,Denver Nuggets,54.0,28.0,82,122.1,116.9,49.6,39.6,80.80000000000001,44.0,29.0,12.9,35.8,98.4,4.97
2026,Miami Heat,43.0,39.0,82,120.9,118.5,46.800000000000004,36.1,79.2,46.3,29.0,13.7,37.9,103.4,2.35
2026,San Antonio Spurs,62.0,20.0,82,119.8,111.5,48.3,35.9,78.7,47.0,28.1,13.5,37.9,99.9,8.28
2026,Cleveland Cavaliers,52.0,30.0,82,119.5,115.4,48.199999999999996,36.0,77.60000000000001,44.4,28.3,14.0,39.8,99.9,3.78
2026,Oklahoma City Thunder,64.0,18.0,82,119.0,107.9,48.4,36.5,81.69999999999999,44.1,25.8,12.6,37.9,99.3,11.04
2026,Atlanta Hawks,46.0,36.0,82,118.5,116.0,47.4,37.1,77.4,43.5,30.1,14.2,39.5,101.7,2.38
2026,Minnesota Timberwolves,49.0,33.0,82,118.0,114.6,48.1,37.0,75.2,44.1,26.1,14.8,37.2,100.5,3.07
2026,Detroit Pistons,60.0,22.0,82,117.8,109.6,48.5,35.6,76.3,45.6,27.8,15.1,30.9,99.3,7.53
2026,Utah Jazz,22.0,60.0,82,117.6,126.0,46.7,34.5,78.60000000000001,43.8,29.6,15.5,36.7,102.3,-8.05
2026,New York Knicks,53.0,29.0,82,116.5,110.1,47.8,37.3,79.2,45.6,27.4,13.6,38.2,96.8,6.05
2026,Chicago Bulls,31.0,51.0,82,116.3,121.5,46.9,35.6,77.60000000000001,45.0,28.5,15.3,40.1,102.5,-5.09
2026,Los Angeles Lakers,53.0,29.0,82,116.3,114.6,50.2,35.9,76.3,41.0,25.9,14.5,32.9,98.3,1.68
2026,Charlotte Hornets,44.0,38.0,82,116.0,111.2,46.0,37.8,81.8,46.1,26.3,15.4,43.3,96.8,4.48
2026,Philadelphia 76ers,45.0,37.0,82,115.9,116.1,46.2,34.9,80.9,43.6,24.6,13.6,35.3,99.4,-0.27
2026,Orlando Magic,45.0,37.0,82,115.7,115.1,46.400000000000006,34.300000000000004,80.10000000000001,43.4,26.5,14.2,34.1,100.0,0.81
2026,New Orleans Pelicans,26.0,56.0,82,115.5,120.0,46.6,34.699999999999996,78.4,43.9,25.1,14.2,32.1,100.3,-4.26
2026,Portland Trail Blazers,42.0,40.0,82,115.5,115.8,45.300000000000004,34.300000000000004,76.5,46.0,25.1,17.3,42.2,100.5,-0.29
2026,Houston Rockets,52.0,30.0,82,115.2,110.0,47.9,36.4,76.3,48.1,25.4,15.4,31.5,96.1,4.87
2026,Boston Celtics,56.0,26.0,82,114.9,107.2,46.7,36.7,80.7,46.4,24.6,12.4,42.1,94.8,7.37
2026,Memphis Grizzlies,25.0,57.0,82,114.7,120.7,45.6,35.3,79.3,42.1,27.8,15.1,39.5,101.3,-5.83
2026,Golden State Warriors,37.0,45.0,82,114.6,115.2,46.1,35.6,80.7,42.3,28.9,15.7,44.1,99.0,-0.34
2026,Toronto Raptors,46.0,36.0,82,114.6,111.8,48.199999999999996,35.4,76.9,42.1,29.5,13.7,32.1,98.4,2.75
2026,Dallas Mavericks,26.0,56.0,82,114.1,119.6,46.6,34.4,75.5,44.7,25.3,14.5,31.9,101.7,-5.33
2026,Los Angeles Clippers,42.0,40.0,82,113.8,112.6,48.4,36.8,82.3,40.6,23.7,14.3,33.8,96.5,0.96
2026,Washington Wizards,17.0,65.0,82,112.9,124.9,46.300000000000004,35.9,76.6,41.9,25.0,15.7,36.4,101.4,-11.62
2026,Phoenix Suns,45.0,37.0,82,112.6,111.1,45.5,36.1,78.10000000000001,43.1,24.6,14.5,40.8,97.2,1.75
2026,Indiana Pacers,19.0,63.0,82,112.4,120.4,45.800000000000004,35.6,77.60000000000001,41.9,27.7,14.5,37.6,101.0,-7.64
2026,Sacramento Kings,22.0,60.0,82,111.0,121.0,46.7,34.0,77.2,42.3,25.5,14.3,30.2,99.2,-9.58
2026,Milwaukee Bucks,32.0,50.0,82,110.6,116.8,47.699999999999996,38.7,73.0,40.7,25.8,15.2,39.1,97.6,-6.12
2026,Brooklyn Nets,20.0,62.0,82,105.9,115.9,44.3,34.0,78.0,39.3,25.0,15.8,38.4,97.1,-9.7
